status,value,system_cost,co2_emissions,main mean demand,main energy weighted price,ev1 mean demand,ev1 energy weighted price,ev2 mean demand,ev2 energy weighted price,price closure,scenario,demand series,demand_ev1 series,demand_ev2 series,ev_load,ev2_pct,lost_load dispatch,main_node_curtailment dispatch,fossgas capacity,fossgas dispatch,solar series,solar capacity,wind series,wind capacity,storage_ev1 capacity,storage_ev1 dispatch,storage_ev1 stored,storage_ev2 capacity,storage_ev2 dispatch,storage_ev2 stored,storage capacity,storage dispatch,storage stored,transfer capacity,transfer dispatch,fossgas curtailment,ev demand,total demand,ev load fraction
optimal,7310.271476,0.832225806,0,1,0.898523063,0.03,1.44E-08,0.07,0.790391836,-0.121624686,Mike_EV\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p7_20220317-111959.xlsx,1,0.03,0.07,1.00E-01,70%,0.020246884,3.216931699,0,0,0.120154076,36.29722145,0.272143623,0,6.6705,0.03,0.287888404,15.5645,0.090004295,1.220549017,15.85390525,0.460580822,4.327403838,0.385697134,0.020004295,0,0.06,1.06,0.056603774
optimal,6430.22287,0.732038123,0,1,0.764970814,0.09,0.202304396,0.21,0.716076565,-0.201516166,Mike_EV\Looping_Sol_Bat_evLoad0p3_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p3_pctEVLoad20p7_20220317-182228.xlsx,1,0.09,0.21,3.00E-01,70%,0.016855325,3.487862555,0,0,0.120154076,40.43111741,0.272143623,0,20.0115,0.09,1.060016817,46.6935,0.691738143,7.628771034,0,0,0,1.344281262,0.481738143,0,0.18,1.18,0.152542373
optimal,6400.835294,0.728692543,0,1,0.65069322,0.15,0.423381976,0.35,0.633753764,-0.207321791,Mike_EV\Looping_Sol_Bat_evLoad0p5_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p5_pctEVLoad20p7_20220317-195514.xlsx,1,0.15,0.35,5.00E-01,70%,0.005625936,4.192748139,0,0,0.120154076,48.24838625,0.272143623,0,33.3525,0.15,1.469659229,77.8225,0.839774568,11.41167317,0,0,0,1.344281262,0.489774568,0,0.3,1.3,0.230769231
optimal,6538.622456,0.744378695,0,1,0.637973038,0.18,0.442082929,0.42,0.620547592,-0.233799258,Mike_EV\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p7_20220317-202622.xlsx,1,0.18,0.42,6.00E-01,70%,0.00305604,4.435661574,0,0,0.120154076,51.21785406,0.272143623,0,40.023,0.18,1.610333719,93.387,0.911339091,13.5555523,0,0,0,1.344281262,0.491339091,0,0.36,1.36,0.264705882
optimal,7118.832672,0.810431771,0,1,0.495709621,0.27,0.47659437,0.63,0.476594369,-0.114212783,Mike_EV\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p7_20220317-220236.xlsx,1,0.27,0.63,9.00E-01,70%,0,4.932005431,0,0,0.120154076,58.1500721,0.272143623,0,60.0345,0.27,2.080205877,140.0805,1.122356939,20.99955766,0,0,0,1.344281262,0.492356939,0,0.54,1.54,0.350649351
optimal,7439.127276,0.846895182,0,1,0.481317506,0.3,0.477454885,0.7,0.477454883,-0.111877208,Mike_EV\Looping_Sol_Bat_evLoad1_pctEVLoad20p7\Looping_Sol_Bat_evLoad1_pctEVLoad20p7_20220317-223706.xlsx,1,0.3,0.7,1.00E+00,70%,0,5.135306157,0,0,0.120154076,60.76639783,0.272143623,0,66.705,0.3,2.151498791,155.645,1.191676952,23.26080878,0,-2.23E-17,0,1.344281262,0.491676952,0,0.6,1.6,0.375
optimal,7892.684372,0.898529642,0,1,0.898529654,3.00E-11,0,7.00E-11,0.763260016,-1.29E-08,Mike_EV\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p7_20220317-155630.xlsx,1,3.00E-11,7.00E-11,1.00E-10,70%,0.018475738,3.134849044,0,0,0.120154076,34.70658614,0.272143623,0,6.67E-09,3.00E-11,0,1.56E-08,1.42E-09,0,29.44240409,0.483380902,4.995437861,0,1.35E-09,0,6.00E-11,1,6.00E-11
optimal,6728.609576,0.766007465,0,1,0.898226681,0.06,0.036540025,0.14,0.791740614,-0.245255303,Mike_EV\Looping_Sol_Bat_evLoad0p2_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p2_pctEVLoad20p7_20220317-175040.xlsx,1,0.06,0.14,2.00E-01,70%,0.022404058,3.299429534,0,0,0.120154076,37.88785627,0.272143623,0,13.341,0.06,0.687885402,31.129,0.543834961,5.532545636,1.782309982,0.073691387,0.456748684,1.03066679,0.403834961,0,0.12,1.12,0.107142857
optimal,6355.577874,0.723540286,0,1,0.753178768,0.12,0.283423049,0.28,0.705777198,-0.261266863,Mike_EV\Looping_Sol_Bat_evLoad0p4_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p4_pctEVLoad20p7_20220317-191952.xlsx,1,0.12,0.28,4.00E-01,70%,0.009592699,3.921752366,0,0,0.120154076,45.032466,0.272143623,0,26.682,0.12,1.265809914,62.258,0.767023542,9.220597205,0,0,0,1.344281262,0.487023542,0,0.24,1.24,0.193548387
optimal,6648.703113,0.756910646,0,1,0.637959121,0.14,0.442102326,0.56,0.6205313,-0.290440328,Mike_EV\Looping_Sol_Bat_evLoad0p7_pctEVLoad20p8\Looping_Sol_Bat_evLoad0p7_pctEVLoad20p8_20220317-205916.xlsx,1,0.14,0.56,7.00E-01,80%,0.001507299,4.564431405,0,0,0.120154076,53.22830159,0.272143623,0,31.129,0.14,0.940452609,124.516,1.052260067,17.05611686,0,0,0,1.344281262,0.492260067,0,0.28,1.28,0.21875
optimal,7227.077951,0.822754776,0,1,0.898522966,0.02,1.44E-08,0.08,0.790392897,-0.138999622,Mike_EV\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p8\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p8_20220317-112307.xlsx,1,0.02,0.08,1.00E-01,80%,0.020499999,3.244532505,0,0,0.120154076,36.524455,0.272143623,0,4.447,0.02,0.175704044,17.788,0.116927758,1.524823691,13.91269108,0.443264371,4.04628971,0.445579306,0.036927758,0,0.04,1.04,0.038461538
optimal,6838.398017,0.77850615,0,1,0.59696633,0.16,0.390305626,0.64,0.568716757,-0.244887806,Mike_EV\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p8\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p8_20220317-213057.xlsx,1,0.16,0.64,8.00E-01,80%,0.00030385,4.741966986,0,0,0.120154076,55.64132339,0.272143623,0,35.576,0.16,1.075801122,142.304,1.132745953,19.64580976,0,0,0,1.344281262,0.492745953,0,0.32,1.32,0.242424242
optimal,7892.684356,0.89852964,0,1,0.898529654,2.00E-11,0,8.00E-11,0.763260016,-1.47E-08,Mike_EV\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p8\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p8_20220317-155912.xlsx,1,2.00E-11,8.00E-11,1.00E-10,80%,0.018475738,3.134849036,0,0,0.120154076,34.70658608,0.272143623,0,4.45E-09,2.00E-11,0,1.78E-08,1.62E-09,0,29.44240403,0.483380902,4.995437864,0,1.54E-09,0,4.00E-11,1,4.00E-11
optimal,6499.443164,0.739918393,0,1,0.637970486,0.12,0.442086796,0.48,0.620544321,-0.248963783,Mike_EV\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p8\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p8_20220317-202904.xlsx,1,0.12,0.48,6.00E-01,80%,0.00261001,4.435164124,0,0,0.120154076,51.21785406,0.272143623,0,26.682,0.12,0.88185435,106.728,0.971785122,14.45151551,0,0,0,1.344281262,0.491785122,0,0.24,1.24,0.193548387
optimal,7118.832672,0.81043177,0,1,0.495709621,0.18,0.47659437,0.72,0.476594369,-0.114212783,Mike_EV\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p8\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p8_20220317-220553.xlsx,1,0.18,0.72,9.00E-01,80%,0,4.932005431,0,0,0.120154076,58.1500721,0.272143623,0,40.023,0.18,1.094554807,160.092,1.212356939,21.98520873,0,0,0,1.344281262,0.492356939,0,0.36,1.36,0.264705882
optimal,6262.455466,0.712938919,0,1,0.722512101,0.08,0.329002321,0.32,0.685526127,-0.255261728,Mike_EV\Looping_Sol_Bat_evLoad0p4_pctEVLoad20p8\Looping_Sol_Bat_evLoad0p4_pctEVLoad20p8_20220317-192310.xlsx,1,0.08,0.32,4.00E-01,80%,0.007803879,3.982607856,0,0,0.120154076,45.55531126,0.272143623,0,17.788,0.08,0.78030404,71.152,0.808607095,9.861843582,0,0,0,1.344281262,0.488607095,0,0.16,1.16,0.137931034
optimal,6347.050669,0.722569521,0,1,0.76498316,0.06,0.200896436,0.24,0.716859496,-0.226513704,Mike_EV\Looping_Sol_Bat_evLoad0p3_pctEVLoad20p8\Looping_Sol_Bat_evLoad0p3_pctEVLoad20p8_20220317-182533.xlsx,1,0.06,0.24,3.00E-01,80%,0.015164131,3.550182324,0,0,0.120154076,40.96519298,0.272143623,0,13.341,0.06,0.668011549,53.364,0.723182755,8.01003018,0,0,0,1.344281262,0.483182755,0,0.12,1.12,0.107142857
optimal,6360.884608,0.724144423,0,1,0.650684885,0.1,0.423390942,0.4,0.633746502,-0.222378158,Mike_EV\Looping_Sol_Bat_evLoad0p5_pctEVLoad20p8\Looping_Sol_Bat_evLoad0p5_pctEVLoad20p8_20220317-195826.xlsx,1,0.1,0.4,5.00E-01,80%,0.004625599,4.238682512,0,0,0.120154076,48.63981164,0.272143623,0,22.235,0.1,0.815242549,88.94,0.890637191,12.138051,0,0,0,1.344281262,0.490637191,0,0.2,1.2,0.166666667
optimal,6579.182405,0.748996175,0,1,0.82845637,0.04,0.128945218,0.16,0.765378207,-0.207078516,Mike_EV\Looping_Sol_Bat_evLoad0p2_pctEVLoad20p8\Looping_Sol_Bat_evLoad0p2_pctEVLoad20p8_20220317-175328.xlsx,1,0.04,0.16,2.00E-01,80%,0.021381614,3.359890273,0,0,0.120154076,38.40018638,0.272143623,0,8.894,0.04,0.416871317,35.576,0.638218776,6.119155202,0,0,0,1.344281262,0.478218776,0,0.08,1.08,0.074074074
optimal,7439.127275,0.846895182,0,1,0.481317506,0.2,0.477454885,0.8,0.477454883,-0.111877208,Mike_EV\Looping_Sol_Bat_evLoad1_pctEVLoad20p8\Looping_Sol_Bat_evLoad1_pctEVLoad20p8_20220317-223948.xlsx,1,0.2,0.8,1.00E+00,80%,0,5.135306157,0,0,0.120154076,60.76639783,0.272143623,0,44.47,0.2,1.13135251,177.88,1.291676952,24.28095506,0,0,0,1.344281262,0.491676952,0,0.4,1.4,0.285714286
optimal,7892.68434,0.898529638,0,1,0.898529654,1.00E-11,0,9.00E-11,0.763260016,-1.65E-08,Mike_EV\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p9\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p9_20220317-160200.xlsx,1,1.00E-11,9.00E-11,1.00E-10,90%,0.018475738,3.134849028,0,0,0.120154076,34.70658601,0.272143623,0,2.22E-09,1.00E-11,0,2.00E-08,1.82E-09,0,29.44240398,0.483380902,4.995437867,0,1.73E-09,0,2.00E-11,1,2.00E-11
optimal,7143.884493,0.813283754,0,1,0.898522945,0.01,1.44E-08,0.09,0.790393129,-0.156374573,Mike_EV\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p9\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p9_20220317-112620.xlsx,1,0.01,0.09,1.00E-01,90%,0.020753115,3.272133069,0,0,0.120154076,36.75168854,0.272143623,0,2.2235,0.01,0.079756702,20.0115,0.1544238,1.912446501,11.9714769,0.41537717,3.669187918,0.505787943,0.0644238,0,0.02,1.02,0.019607843
optimal,6489.663086,0.738804996,0,1,0.829121304,0.02,0.037532821,0.18,0.762605163,-0.228335894,Mike_EV\Looping_Sol_Bat_evLoad0p2_pctEVLoad20p9\Looping_Sol_Bat_evLoad0p2_pctEVLoad20p9_20220317-175615.xlsx,1,0.02,0.18,2.00E-01,90%,0.019826847,3.404364837,0,0,0.120154076,38.78452586,0.272143623,0,4.447,0.02,0.205050793,40.023,0.659570404,6.370886638,0,0,0,1.344281262,0.479570404,0,0.04,1.04,0.038461538
optimal,6603.00298,0.75170799,0,1,0.637955907,0.07,0.442106243,0.63,0.620528079,-0.308128045,Mike_EV\Looping_Sol_Bat_evLoad0p7_pctEVLoad20p9\Looping_Sol_Bat_evLoad0p7_pctEVLoad20p9_20220317-210200.xlsx,1,0.07,0.63,7.00E-01,90%,0.000987033,4.563850907,0,0,0.120154076,53.22830159,0.272143623,0,15.5645,0.07,0.43849559,140.0805,1.122780332,17.77638858,0,0,0,1.344281262,0.492780332,0,0.14,1.14,0.122807018
optimal,6199.885564,0.705815752,0,1,0.650735549,0.04,0.423249118,0.36,0.633688793,-0.189977727,Mike_EV\Looping_Sol_Bat_evLoad0p4_pctEVLoad20p9\Looping_Sol_Bat_evLoad0p4_pctEVLoad20p9_20220317-192632.xlsx,1,0.04,0.36,4.00E-01,90%,0.006655142,4.018968376,0,0,0.120154076,45.86845157,0.272143623,0,8.894,0.04,0.309488449,80.046,0.849633685,10.49124163,0,0,0,1.344281262,0.489633685,0,0.08,1.08,0.074074074
optimal,6460.265622,0.73545829,0,1,0.637967777,0.06,0.442090664,0.54,0.620541051,-0.264127094,Mike_EV\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p9\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p9_20220317-203150.xlsx,1,0.06,0.54,6.00E-01,90%,0.002163999,4.434666674,0,0,0.120154076,51.21785406,0.272143623,0,13.341,0.06,0.370740136,120.069,1.032231132,15.13210558,0,0,0,1.344281262,0.492231132,0,0.12,1.12,0.107142857
optimal,6811.707809,0.775467647,0,1,0.495763282,0.08,0.476511477,0.72,0.476511476,-0.101504816,Mike_EV\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p9\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p9_20220317-213345.xlsx,1,0.08,0.72,8.00E-01,90%,0,4.74162784,0,0,0.120154076,55.64132339,0.272143623,0,17.788,0.08,0.464198094,160.092,1.213049804,20.39547402,0,0,0,1.344281262,0.493049804,0,0.16,1.16,0.137931034
optimal,7118.832671,0.81043177,0,1,0.495709621,0.09,0.47659437,0.81,0.476594369,-0.114212783,Mike_EV\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p9\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p9_20220317-220902.xlsx,1,0.09,0.81,9.00E-01,90%,0,4.932005431,0,0,0.120154076,58.1500721,0.272143623,0,20.0115,0.09,0.447917769,180.1035,1.302356939,22.63184577,0,0,0,1.344281262,0.492356939,0,0.18,1.18,0.152542373
optimal,7439.127274,0.846895182,0,1,0.481317506,0.1,0.477454885,0.9,0.477454883,-0.111877208,Mike_EV\Looping_Sol_Bat_evLoad1_pctEVLoad20p9\Looping_Sol_Bat_evLoad1_pctEVLoad20p9_20220317-224235.xlsx,1,0.1,0.9,1.00E+00,90%,0,5.135306157,0,0,0.120154076,60.76639783,0.272143623,0,22.235,0.1,0.499804979,200.115,1.391676952,24.9125026,0,0,0,1.344281262,0.491676952,0,0.2,1.2,0.166666667
optimal,6266.541916,0.713404134,0,1,0.786150022,0.03,1.44E-08,0.27,0.741843777,-0.273043708,Mike_EV\Looping_Sol_Bat_evLoad0p3_pctEVLoad20p9\Looping_Sol_Bat_evLoad0p3_pctEVLoad20p9_20220317-182838.xlsx,1,0.03,0.27,3.00E-01,90%,0.013378529,3.623155083,0,0,0.120154076,41.58876341,0.272143623,0,6.6705,0.03,0.296735216,60.0345,0.754682419,8.339823706,0,0,0,1.344281262,0.484682419,0,0.06,1.06,0.056603774
optimal,6320.945005,0.719597564,0,1,0.650667154,0.05,0.423409838,0.45,0.633730992,-0.237419028,Mike_EV\Looping_Sol_Bat_evLoad0p5_pctEVLoad20p9\Looping_Sol_Bat_evLoad0p5_pctEVLoad20p9_20220317-200127.xlsx,1,0.05,0.45,5.00E-01,90%,0.003625388,4.284616404,0,0,0.120154076,49.03123702,0.272143623,0,11.1175,0.05,0.364507012,100.0575,0.941503048,12.68294597,0,0,0,1.344281262,0.491503048,0,0.1,1.1,0.090909091
optimal,7892.684324,0.898529636,0,1,0.898529654,1.00E-13,0,9.99E-11,0.763260016,-1.84E-08,Mike_EV\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p999\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p999_20220317-165642.xlsx,1,1.00E-13,9.99E-11,1.00E-10,100%,0.018475738,3.13484902,0,0,0.120154076,34.70658594,0.272143623,0,2.22E-11,8.21E-14,0,2.22E-08,2.02E-09,0,29.44240392,0.483380902,4.99543787,0,1.92E-09,0,2.00E-13,1,2.00E-13
optimal,7061.523021,0.803907448,0,1,0.898522835,0.0001,1.44E-08,0.0999,0.790394261,-0.173575774,Mike_EV\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p999\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p999_20220317-172820.xlsx,1,0.0001,0.0999,1.00E-01,100%,0.0210037,3.299457519,0,0,0.120154076,36.97664975,0.272143623,0,0.022235,0.0001,0.000705267,22.212765,0.201958998,2.36702873,10.04967487,0.377355113,3.215040413,0.565394494,0.102058998,0,0.0002,1.0002,0.00019996
optimal,6432.818684,0.732333639,0,1,0.786262303,0.0002,1.44E-08,0.1998,0.741540188,-0.202088393,Mike_EV\Looping_Sol_Bat_evLoad0p2_pctEVLoad20p999\Looping_Sol_Bat_evLoad0p2_pctEVLoad20p999_20220317-175901.xlsx,1,0.0002,0.1998,2.00E-01,100%,0.018387725,3.471077596,0,0,0.120154076,39.35279231,0.272143623,0,0.04447,0.0002,0.001581318,44.42553,0.680520017,6.566705874,0,0,0,1.344281262,0.480720017,0,0.0004,1.0004,0.00039984
optimal,6196.265415,0.705403622,0,1,0.786096555,0.0003,1.44E-08,0.2997,0.741930909,-0.303049626,Mike_EV\Looping_Sol_Bat_evLoad0p3_pctEVLoad20p999\Looping_Sol_Bat_evLoad0p3_pctEVLoad20p999_20220317-185437.xlsx,1,0.0003,0.2997,3.00E-01,100%,0.011260067,3.73451223,0,0,0.120154076,42.53475118,0.272143623,0,0.066705,0.0003,0.00236817,66.638295,0.786084843,8.590902182,0,0,0,1.344281262,0.486384843,0,0.0006,1.0006,0.00059964
optimal,6168.237817,0.702212866,0,1,0.650691219,0.0004,0.423381275,0.3996,0.633754075,-0.201895833,Mike_EV\Looping_Sol_Bat_evLoad0p4_pctEVLoad20p999\Looping_Sol_Bat_evLoad0p4_pctEVLoad20p999_20220317-192935.xlsx,1,0.0004,0.3996,4.00E-01,100%,0.005862798,4.055349406,0,0,0.120154076,46.17846048,0.272143623,0,0.08894,0.0004,0.00284461,88.85106,0.889906656,10.85950233,0,0,0,1.344281262,0.490306656,0,0.0008,1.0008,0.000799361
optimal,6285.343663,0.715544588,0,1,0.638088557,0.0005,0.44169144,0.4995,0.620156103,-0.232532788,Mike_EV\Looping_Sol_Bat_evLoad0p5_pctEVLoad20p999\Looping_Sol_Bat_evLoad0p5_pctEVLoad20p999_20220317-200419.xlsx,1,0.0005,0.4995,5.00E-01,100%,0.002974565,4.305066143,0,0,0.120154076,49.20740653,0.272143623,0,0.111175,0.0005,0.00302257,111.063825,0.99159353,13.16263328,0,0,0,1.344281262,0.49209353,0,0.001,1.001,0.000999001
optimal,6421.483545,0.731043209,0,1,0.637960644,0.0006,0.442100368,0.5994,0.62053291,-0.279130122,Mike_EV\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p999\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p999_20220317-203429.xlsx,1,0.0006,0.5994,6.00E-01,100%,0.001722491,4.434174194,0,0,0.120154076,51.21785406,0.272143623,0,0.13341,0.0006,0.003625452,133.27659,1.09207264,15.67163375,0,0,0,1.344281262,0.49267264,0,0.0012,1.0012,0.001198562
optimal,6557.76187,0.74655759,0,1,0.637951636,0.0007,0.442111138,0.6993,0.620524054,-0.325635994,Mike_EV\Looping_Sol_Bat_evLoad0p7_pctEVLoad20p999\Looping_Sol_Bat_evLoad0p7_pctEVLoad20p999_20220317-210447.xlsx,1,0.0007,0.6993,7.00E-01,100%,0.000471993,4.563276208,0,0,0.120154076,53.22830159,0.272143623,0,0.155645,0.0007,0.004224446,155.489355,1.192595372,18.42952407,0,0,0,1.344281262,0.493295372,0,0.0014,1.0014,0.001398043
optimal,6811.707808,0.775467647,0,1,0.495763282,0.0008,0.476511477,0.7992,0.476511476,-0.101504816,Mike_EV\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p999\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p999_20220317-213641.xlsx,1,0.0008,0.7992,8.00E-01,100%,0,4.74162784,0,0,0.120154076,55.64132339,0.272143623,0,0.17788,0.0008,0.003687996,177.70212,1.292249804,20.85598412,0,0,0,1.344281262,0.493049804,0,0.0016,1.0016,0.001597444
optimal,7118.83267,0.81043177,0,1,0.495709621,0.0009,0.47659437,0.8991,0.476594369,-0.114212783,Mike_EV\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p999\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p999_20220317-221212.xlsx,1,0.0009,0.8991,9.00E-01,100%,0,4.932005431,0,0,0.120154076,58.1500721,0.272143623,0,0.200115,0.0009,0.004142359,199.914885,1.391456939,23.07562118,0,0,0,1.344281262,0.492356939,0,0.0018,1.0018,0.001796766
optimal,7439.127273,0.846895181,0,1,0.481317506,0.001,0.477454885,0.999,0.477454883,-0.111877208,Mike_EV\Looping_Sol_Bat_evLoad1_pctEVLoad20p999\Looping_Sol_Bat_evLoad1_pctEVLoad20p999_20220317-224515.xlsx,1,0.001,0.999,1.00E+00,100%,0,5.135306157,0,0,0.120154076,60.76639783,0.272143623,0,0.22235,0.001,0.004596397,222.12765,1.490676952,25.40771118,0,0,0,1.344281262,0.491676952,0,0.002,1.002,0.001996008